chart_name,person_id,mem,int,tru,emp,aes,itt,cft,model
GlobalWarming-12,persona_208,6,7,6,6,6,7,6,gpt-4o
GlobalWarming-12,persona_209,5,6,6,5,5,5,5,gpt-4o
GlobalWarming-1,persona_204,5,6,7,4,5,6,5,gpt-4o
GlobalWarming-1,persona_205,4,5,6,4,5,5,4,gpt-4o
GlobalWarming-1,persona_206,5,6,6,5,6,5,6,gpt-4o
GlobalWarming-1,persona_207,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-1,persona_208,5,6,6,5,6,6,5,gpt-4o
GlobalWarming-1,persona_209,4,5,6,4,5,5,4,gpt-4o
GlobalWarming-2,persona_204,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-2,persona_205,5,6,5,5,6,6,5,gpt-4o
GlobalWarming-2,persona_206,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-2,persona_207,6,7,6,5,5,6,6,gpt-4o
GlobalWarming-2,persona_208,5,6,6,5,6,6,5,gpt-4o
GlobalWarming-2,persona_209,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-3,persona_204,5,6,7,5,6,6,6,gpt-4o
GlobalWarming-3,persona_205,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-3,persona_206,6,5,6,5,5,6,6,gpt-4o
GlobalWarming-3,persona_207,6,6,7,5,5,7,6,gpt-4o
GlobalWarming-3,persona_208,5,6,6,5,6,6,5,gpt-4o
GlobalWarming-3,persona_209,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-4,persona_204,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-4,persona_205,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-4,persona_206,5,6,6,5,5,5,5,gpt-4o
GlobalWarming-4,persona_207,6,7,6,5,6,7,6,gpt-4o
GlobalWarming-4,persona_208,5,6,6,5,6,6,5,gpt-4o
GlobalWarming-4,persona_209,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-12,persona_210,7,6,7,5,6,6,6,gpt-4o
GlobalWarming-12,persona_211,6,5,6,4,5,5,5,gpt-4o
GlobalWarming-12,persona_212,6,7,6,5,7,5,5,gpt-4o
GlobalWarming-12,persona_213,5,6,7,6,5,6,5,gpt-4o
GlobalWarming-12,persona_214,7,6,7,5,6,6,6,gpt-4o
GlobalWarming-12,persona_215,5,6,6,5,5,6,6,gpt-4o
GlobalWarming-1,persona_210,5,6,6,5,5,5,5,gpt-4o
GlobalWarming-1,persona_211,6,5,6,5,4,5,5,gpt-4o
GlobalWarming-1,persona_212,4,7,5,5,6,5,5,gpt-4o
GlobalWarming-1,persona_213,5,5,6,5,5,6,5,gpt-4o
GlobalWarming-1,persona_214,6,6,6,5,5,5,6,gpt-4o
GlobalWarming-1,persona_215,5,6,6,5,4,5,6,gpt-4o
GlobalWarming-2,persona_210,6,7,7,5,6,6,6,gpt-4o
GlobalWarming-2,persona_211,5,6,6,4,5,5,5,gpt-4o
GlobalWarming-2,persona_212,5,7,6,5,7,5,5,gpt-4o
GlobalWarming-2,persona_213,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-2,persona_214,6,6,7,6,6,6,6,gpt-4o
GlobalWarming-2,persona_215,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-3,persona_210,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-3,persona_211,6,5,6,4,5,5,5,gpt-4o
GlobalWarming-3,persona_212,5,7,6,5,6,5,5,gpt-4o
GlobalWarming-3,persona_213,5,5,6,5,5,6,5,gpt-4o
GlobalWarming-3,persona_214,6,6,7,5,5,6,5,gpt-4o
GlobalWarming-3,persona_215,5,5,6,5,5,6,5,gpt-4o
GlobalWarming-4,persona_210,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-4,persona_211,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-4,persona_212,5,7,6,5,6,5,5,gpt-4o
GlobalWarming-4,persona_213,5,5,6,5,5,6,5,gpt-4o
GlobalWarming-4,persona_214,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-4,persona_215,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-5,persona_210,6,6,6,5,6,6,6,gpt-4o
GlobalWarming-5,persona_211,6,5,6,4,5,5,5,gpt-4o
GlobalWarming-5,persona_212,5,6,6,5,6,5,5,gpt-4o
GlobalWarming-5,persona_213,5,5,6,5,5,6,5,gpt-4o
GlobalWarming-5,persona_214,6,6,6,5,6,6,6,gpt-4o
GlobalWarming-5,persona_215,5,6,6,5,5,6,5,gpt-4o
